category,variable,label,measure,values,projects
Administrative / Other,ex_dis_20,Distance 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_dis_20_a,Distance 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_dis_25,Distance 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_dis_25_a,Distance 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_dis_30,Distance 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_dis_30_a,Distance 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_dis_5,Distance 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_dis_5_a,Distance 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_0,Enth 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_0_a,Enth 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_10,Enth 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_10_a,Enth 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_15,Enth 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_15_a,Enth 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_20,Enth 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_20_a,Enth 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_25,Enth 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_25_a,Enth 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_30,Enth 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_30_a,Enth 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_enth_5,Enth 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_enth_5_a,Enth 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_0,Fati 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_0_a,Fati 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_10,Fati 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_10_a,Fati 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_15,Fati 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_15_a,Fati 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_20,Fati 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_20_a,Fati 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_25,Fati 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_25_a,Fati 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_30,Fati 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_30_a,Fati 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_fatig_5,Fati 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_fatig_5_a,Fati 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_0,HR 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_0_a,HR 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_10,HR 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_10_a,HR 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_15,HR 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_15_a,HR 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_20,HR 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_20_a,HR 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_25,HR 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_25_a,HR 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_30,HR 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_30_a,HR 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_hr_5,HR 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_hr_5_a,HR 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_0,Looks 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_0_a,Looks 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_10,Looks 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_10_a,Looks 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_15,Looks 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_15_a,Looks 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_20,Looks 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_20_a,Looks 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_25,Looks 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_25_a,Looks 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_30,Looks 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_30_a,Looks 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_looks_5,Looks 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_looks_5_a,Looks 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_0,Phys 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_0_a,Phys 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_10,Phys 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_10_a,Phys 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_15,Phys 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_15_a,Phys 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_20,Phys 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_20_a,Phys 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_25,Phys 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_25_a,Phys 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_30,Phys 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_30_a,Phys 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_phys_5,Phys 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_phys_5_a,Phys 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_0,RPM 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_0_a,RPM 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_10,RPM 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_10_a,RPM 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_15,RPM 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_15_a,RPM 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_20,RPM 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_20_a,RPM 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_25,RPM 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_25_a,RPM 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_30,RPM 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_30_a,RPM 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_rpm_5,RPM 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_rpm_5_a,RPM 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_0,Shape 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_0_a,Shape 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_10,Shape 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_10_a,Shape 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_15,Shape 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_15_a,Shape 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_20,Shape 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_20_a,Shape 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_25,Shape 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_25_a,Shape 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_30,Shape 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_30_a,Shape 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_shap_5,Shape 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_shap_5_a,Shape 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_0,Watts 0,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_0_a,Watts 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_10,Watts 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_10_a,Watts 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_15,Watts 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_15_a,Watts 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_20,Watts 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_20_a,Watts 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_25,Watts 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_25_a,Watts 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_30,Watts 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_30_a,Watts 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,ex_watts_5,Watts 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,ex_watts_5_a,Watts 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,firstvisit,Is this the participant's first study visit?,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,firstvisit_a,Is this the participant's first study visit?,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,recordwandh,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 27.5813%; height: 85px; border-style: outset;"" border=""1""> <tbody> <tr style=""height: 42.5px;""> <td style=""width: 33.4998%; height: 42.5px;"">Weight (lbs): </td> <td style=""width: 66.5083%; height: 42.5px;"">{weight_1}</td> </tr> <tr style=""height: 42.5px;""> <td style=""width: 33.4998%; height: 42.5px;"">Height (ft): </td> <td style=""width: 66.5083%; height: 42.5px;"">{height_1}</td> </tr> </tbody> </table> <p> </p> <table style=""border-collapse: collapse; width: 27.5813%; height: 67.5px; border-style: outset;"" border=""1""> <tbody> <tr style=""height: 42.5px;""> <td style=""width: 32.9816%; height: 42.5px;"">Weight (lbs): </td> <td style=""width: 67.0264%; height: 42.5px;"">{weight_2}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 32.9816%; height: 25px;"">Height (ft): </td> <td style=""width: 67.0264%; height: 25px;"">{height_2}</td> </tr> </tbody> </table></div>",STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,recordwandh_a,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 27.5813%; height: 86px; border-style: outset;"" border=""1""> <tbody> <tr style=""height: 43px;""> <td style=""width: 32.991%; height: 43px;"">Weight (kgs): </td> <td style=""width: 67.013%; height: 43px;"">{weight_1_a}</td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 27.5813%;"" border=""1""> <tbody> <tr> <td style=""width: 32.8655%;"">Height (cm): </td> <td style=""width: 67.1345%;"">{height_a}</td> </tr> </tbody> </table></div>",STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_0_a,Calm 0 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_10,Calm 10 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_calm_10_a,Calm 10 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_15,Calm 15 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_calm_15_a,Calm 15 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_20,Calm 20 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_calm_20_a,Calm 20 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_25,Calm 25 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_calm_25_a,Calm 25 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_30,Calm 30 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_calm_30_a,Calm 30 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_calm_5,Calm 5 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_calm_5_a,Calm 5 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_0_a,Crummy 0 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_10,Crummy 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_crum_10_a,Crummy 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_15,Crummy 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_crum_15_a,Crummy 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_20,Crummy 20 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_crum_20_a,Crummy 20 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_25,Crummy 25 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_crum_25_a,Crummy 25 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_30,Crummy 30 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_crum_30_a,Crummy 30 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_crum_5,Crummy 5 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_crum_5_a,Crummy 5 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_0_a,Enthusiastic 0 minute,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_10,Enthusiastic 10 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_enth_10_a,Enthusiastic 10 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_15,Enthus 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_enth_15_a,Enthus 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_20,Enthus 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_enth_20_a,Enthus 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_25,Enthus 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_enth_25_a,Enthus 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_30,Enthus 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_enth_30_a,Enthus 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_enth_5,Enthusiastic 5 minute,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_enth_5_a,Enthusiastic 5 minute,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_0_a,Fatigued 0 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_10,Fatigued 10 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_fatig_10_a,Fatigued 10 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_15,Fatigued 15 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_fatig_15_a,Fatigued 15 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_20,Fatigued 20 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_fatig_20_a,Fatigued 20 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_25,Fatigued 25 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_fatig_25_a,Fatigued 25 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_30,Fatigued 30 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_fatig_30_a,Fatigued 30 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_affect_fatig_5,Fatigued 5 min,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_affect_fatig_5_a,Fatigued 5 min,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_0_a,Body Image Scale Attract 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_10,Body Image Scale Attract 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_attract_10_a,Body Image Scale Attract 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_15,Body Image Scale Attract 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_attract_15_a,Body Image Scale Attract 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_20,Body Image Scale Attract 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_attract_20_a,Body Image Scale Attract 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_25,Body Image Scale Attract 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_attract_25_a,Body Image Scale Attract 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_30,Body Image Scale Attract 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_attract_30_a,Body Image Scale Attract 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_attract_5,Body Image Scale Attract 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_attract_5_a,Body Image Scale Attract 5,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_0_a,Body Image Scale Average Person 0,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_10,Body Image Scale Average Person 10,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_avg_10_a,Body Image Scale Average Person 10,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_15,Body Image Scale Average Person 15,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_avg_15_a,Body Image Scale Average Person 15,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_20,Body Image Scale Average Person 20,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_avg_20_a,Body Image Scale Average Person 20,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_25,Body Image Scale Average Person 25,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_avg_25_a,Body Image Scale Average Person 25,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_30,Body Image Scale Average Person 30,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_avg_30_a,Body Image Scale Average Person 30,STUDY VISIT A COLLECTION FORM,,MR21
Administrative / Other,rest_bis_avg_5,Body Image Scale Average Person 5,STUDY VISIT A COLLECTION FORM,,MAXED
Administrative / Other,rest_bis_avg_5_a,Body Image Scale Average Person 5,STUDY VISIT A COLLECTION FORM,,MR21
